Classe,Texto
pos,Eu não tenho dúvidas. Meu voto é #CiroPresidente2022 https://t.co/vh3eT2JqCr
pos,"#CiroNaCNN
Prefeito, deputado estadual, governador, deputado federal e melhor ministro da economia que o Brasil já teve #ciropresidente2022 #Eleicoes2022 https://t.co/VGN7z0AkoQ"
pos,"#CiroNaCNN
Ciro, o presidente que o Brasil merece!!!
#ciropresidente2022 https://t.co/jeQbSwHc05"
pos,"#CiroNaCNN
Ciro foi o melhor ministro da economia que este pais já teve #ciropresidente2022 https://t.co/4iL81X9wtg"
pos,"Ciro avisou ... quem avisa, amigo é. 
#Ciropresidente2022 https://t.co/4CCMk0b3I0"
pos,"Orgulho do meu presidente!
#CiroNaBand 
#CiroTV 
#Ciropresidente2022 https://t.co/TGyWP3MkJ5"
pos,"Não vejo a hora dessa arrogância dos Petistas virar pó... Estou cada dia mais convicto do meu voto em @cirogomes 
#Ciropresidente2022 pra tirar os BolsoLulistas da jogada!!!"
pos,"@GilDoVigor Que @cirogomes é sem sombra de duvidas o único que tem projetos e bons projetos para fazer o Brasil funcionar!
#Ciropresidente2022"
pos,"@SICNoticias #CIROPRESIDENTE2022

Melhor candidato, com o melhor projeto."
pos,"Bom dia. Hoje tem debate. Vamos ver se tem covarde que vai desistir. 

Vamos ver quem tem projetos para o país. 

Vou ter que votar no Ciro.
#CiroPresidente12 #CiroNoJN #CiroNaJovemPan #Ciro #CiroNaCBN #Ciro12 #CiroTV #Ciropresidente2022"
pos,"@mendlowicz A direita apoiou essa guerra de um palhaco com apoio dos Eua. 

Agora fazem cara de paisagem e vitimstas. PQP!!! 

🤣🤣🤣🤣

É  CIRO para acabar com esse populismo. 

#CiroPresidente12 #CiroNoJN #CiroNaJovemPan #Ciro #CiroNaCBN #Ciro12 #CiroTV #Ciropresidente2022"
pos,"Ciro esta trabalhando nas redes sociais para levar informacao e os reais problemas do Brasil.

#CiroPresidente12 #CiroNoJN #CiroNaJovemPan #Ciro #CiroNaCBN #Ciro12 #CiroTV #Ciropresidente2022 https://t.co/UCmhdTrwhr"
pos,"Ciro elevou o nivel do debate, das entrevistas e projeto de governo. 

E ainda escreveu um livro sobre seu plano de governo. 

#CiroPresidente12 #CiroNoJN #CiroNaJovemPan #Ciro #CiroNaCBN #Ciro12 #CiroTV #Ciropresidente2022"
neu,"@brasil247 @LULAELEITO13 Quer dizer então que Ciro Gomes, antes respeitado por ser PDT, agora é o mais novo cabo eleitoral do capitão?"
neu,"@Regesmaia @ciro_nogueira Rapaz, eu vi bastante coisa nos mercado baixando de preço, tu deve estar em outro país então para não enxergar."
neu,"O candidato do ódio, de acordo com Ciro Gomes https://t.co/8kI5G3Bbah"
neu,@Terra Ciro comenta o caso 👇 https://t.co/xk8p0WNSg0
neu,Ciro não vai o segundo turno... https://t.co/8k5itR2niU
neu,"@artistario @Pachukan1slight @dbelemlopes mas ele não tem culpa , quem tem culpa é o eleitor

O Ciro não tem mt oq fazer não , ou ele mete o pau nos 2 e tenta conseguir um eleitor nem nem , ou então já era"
neu,"@Estagiario_Ciro @arg201811 @reporterenato Mas pq? O Ciro é Candidato a presidente ou a deputado? 

Bicho, o fato é que além do cirista, ngm liga pro ciro."
neu,"@LeonelRadde Quem és tu? 
Ciro bem sabemos quem é...
Aliás, até a UNICEF conhece o Ciro."
neu,@LeonelPorto VOU VOTAR NO CIRO
neu,@juniorro16 Um filho da puta que nada tem a ver com a militância ou as propostas do Ciro.
neu,"@paixaodricastro @acarajando Falecido.
Erro.
Inominável.
Eleitor do Ciro Gomes.
Vice Decorativo.
Já Foi.
O surto."
neu,"@cirogomes Ciro definitivamente perdeu o respeito da esquerda! 
Siga na direita ! 
Vc a representa bem !"
neu,@marciatiburi @cirogomes Acorda fia. Que Ciro nada. Confie no DataFolha . Só acerta!
neu,"@dbelemlopes Isso mostra que o Ciro é capaz de reconciliar os opostos, e mais que isso, de romper essa maldita e besta polarização, se dermos ouvidos pra ele, claro."
neu,"@Damadeferroofic Vai saber né,o Ciro tá inabalável no confronto com o cachaceiro apesar da chatice dos petistas,ele sabe coisas que nós não sabemos."
neu,"O Ciro sabe q o partido dele é membro da Internacional Socialista?

https://t.co/cnqVPrQT4w https://t.co/l36FVK9Pp5"
neu,aii Ciro Gomes🤤🤤😩😩😩
neu,"@cirogomes Porra Ciro, tu tá chamando isso de polarização?"
neu,"Eu fui de Ciro em 2018 ,agora não vou mais... mentir pra q? Sou uma anônima do Twitter, véio https://t.co/FCjj2m69vb"
neu,@cirogomes Ciro me diz uma notícia que um petista assassinou algum bolsonarista?
neu,NÃO VÃO CALAR CIRO GOMES
neu,"@UOLNoticias O Ciro já explicou.
.. https://t.co/0qWBgegdjC"
neu,"PESQUISA MODALMAIS/FUTURA

Bolsonaro 41,8%
Lula 35,7%
Ciro 7,7%
Tebet 5,4%"
neu,o ciro gomes já foi pra europa? https://t.co/K42sLR3FHr
neu,"@chiaramontti @CentralEleicoes @LuizPersechini @rnishimura Com certeza teremos uma renovação, mas não necessariamente isso será positivo e/ou pró aos planos de governo do Ciro, e nem de outro que entrar na presidência. Por isso ter aliança de outros partidos que preencham mais espectros políticos e fundamentos neste momento."
neu,@roxmo @YouTube Já mandou o link pro Ciro Gomes?
neu,vcs q vão votar em ciro pelo amor de Deus só vai atrasar a copa puta merda
neu,Ta cada dia mais complicado pra o eleitor do ciro.
neu,"@cirogomes Os lulopets sabem muito bem o que o Ciro disse. Tem até vídeo do Ciro explicando isso nos mínimos detalhes, mas com eles o negócio é a desonestidade."
neu,@Dalest13PT Ciro Gomes foi longe na campanha
neu,@ciro_nogueira Não dá 1% do Eleitorado
neu,povo fala q o filho de boca rosa parece com ciro mas eu acho ele a cara de paulo azi https://t.co/yEFgxYaMIH
neu,"Pessoal me desculpe pra quem estava aguardando adesivos do Ciro , não tenho mais como continuar agradeço a todos pela compreensão, meu objetivo é eleger o Ciro , mas não vou prosseguir devido falta de verba mesmo , a tempo venho enviando , porém não consigo mais 😔🌹🌹🌹"
neu,"Ouvi dizer que se todos da linha sucessória desistirem, o Ciro tem chance. https://t.co/Um9RSQMgbq"
neu,Ciro Avisou mais uma vez https://t.co/04SZP3cvUS
neu,"Quem for de Sergipe fique sabendo: CIRO GOMES (@cirogomes) VIRÁ AO NOSSO ESTADO, na próxima quarta-feira, dia 14/09, às 16h, no Iate Clube de Sergipe! 

Tô tão emocionado que já fiz card e tudo 👀👀 https://t.co/qmwtKTJegf"
neu,@sigaobruno Aquele rindo ali é o Ciro Gomes?
neu,O Ciro Gomes  já enviou sua carta para coroa britânica?
neu,"@SlipThrough_ @luckinrio @acheiteresa @cirogomes Meteu ESSA? O Ciro tem os mesmos discursos desde 2017 e tu quer meter essa que tu ia votar nele agora? Para né, petista enrustido."
neu,Eu sempre dou boas risadas quando lembro que o filho do fred parece o ciro
neu,"Olha o cara q critica o Ciro.
E apoia o Larápio, e tem quem leva a sério https://t.co/4pUh4vWgLB"
neu,"Ciro lamenta morte da rainha: “Símbolo de superação e sacrifício”.

Candidato do PDT à Presidência se manifestou nas redes sociais logo após a confirmação da morte de Elizabeth II na Escócia.

Leia: https://t.co/s1LFry27Y3 https://t.co/byM4o5wXlX"
neu,@FrancysCharlie @Fredkrepe @rafinhabastos Ciro tentou aliança com Temer? Com Eduardo Cunha? Com Eunício Oliveira? Hmmm
neu,olhei rápido achei q fosse o ciro gomes https://t.co/uyE9Iln7Uu
neu,Partido de Ciro Gomes pede cassação da candidatura do atual presidente https://t.co/V9lWnxcLjd
neu,Tá na hora do Brasil olhar para o Ciro! https://t.co/uBxAUO6fZG
neu,Ciro já foi pra Inglaterra?
neu,Prince Charles parece o Ciro Gomes
neu,agora pelo menos o ciro gomes vai receber mais votos que a rainha elizabeth dia 2 de outubro https://t.co/Qbsf14F064
neu,@rennanziemer Ciro não pode falar nada
neg,@Miltonneves Ciro fala muita merda em inglês e em português
neg,@cirogomes Pode encerrar a campanha Ciro. Você já fez muito. Muita 💩🤌🏻🇧🇷
neg,"@DaysePirralha O Ciro não é parte da solução, ele é parte da barbárie, sempre foi. Ele só cansou de fingir..."
neg,@JornalismoWando CIRO Gomes é um mimado rancoroso
neg,@cirogomes Ciro vc ja perdeu vc é  uma vergonha nacional
neg,@folha Gente lúcida no PDT. Essa atitude do Ciro é lamentável. Ele tem se mostrado contraditório. Brasil não precisa disso.
neg,@Ticostacruz @cirogomes @LulaOficial Ciro tão vagabundo quanto luladrão
neg,@BlogdoNoblat Ciro Gomes está mort0 politicamente.
neg,Em três semanas Ciro Gomes estará definitivamente na lata do lixo da história política do Brasil. Triste fim para o maior sabido já visto em terras brasileiras.
neg,Triste fim para o Ciro e seu livrinho sonhou tanto em ser presidente e vai terminar apenas como cabo eleitoral do pior governo que já existiu nesse país.
neg,@ResistenciadoPT @cirogomes Ciro é um imbecil!!
neg,@reinaldoazevedo O Ciro é um 💩
neg,"@FabiS21987 Ordinario é ele. E voce é um IMBECIL. Vaza, lambe bolas."
neg,"O Ciro minguando e o PDT minguando junto. 🥀 Triste fim para o Ciro, e se continuar assim será um triste fim para o PDT tbm.
Porra Ciro! Só faz 💩"
neg,"@cirogomes Ciro vai embora.

Vaza pra Paris."
neg,"@Janoninho_ Ciro pede para caga.. e vaza 
Voto útil vence inútil"
neg,@cynaramenezes Ciro virou peça publicitária de um candidato fascista. Que fim triste.
neg,@SheilaGeist Parafraseando o Romário: “O Ciro calado seria um poeta” mas falando é um burro enrustido.
neg,Sem paciência pro Ciro querendo igualar duas coisas que não são iguais.
neg,@folha @burroehvc Vish... a máscara do Ciro caiu. Decepção. https://t.co/UsW0rMOBlf
neg,Ta difícil pro Ciro é melhor ir viajar como eleição passada do que passar outra vergonha.
neg,O Ciro tá completamente maluco.
neg,"@cirogomes Cala boca ciro, você tá jogando do lado errado, perdeu uma admiradora"
neg,Ciro canalha 💩💩👹👹👹
neg,"@cirogomes Você é um pedaço de 💩, Ciro Gomes! https://t.co/6jIQp8PMob"
neg,"Quando o Ciro não era ressentido e rancoroso!
https://t.co/496LEeE8CB"
neg,"@ciro_nogueira Te ilude Golpista, aproveita teus últimos dias aí mamata, destruídor do Brasil"
neg,@JANI_VALVERD @jperezpt13 @GloboNews Ciro deveria repensar o que está fazendo. Ele está alimentando o fosso que vai engoli-lo logo após a eleiçāo.
neg,"@cirogomes Poise Ciro,esse povo que tava lá com Bolsonaro é  o quê paga a lagostinha jatinho particular e seus gordos salário,inclusive dos togados que não  foram comemorar,com o povo, mas quem tem 0 tem medo,resolveram comemorar sem esse povo que os paga seus salários"
neg,@Celsoomjp @ronaldocaiado cê ta doido? Biruleibo ta pixuroba? Kkkk nem Caiado kkk nem ciro..... Bolsonaro 22 https://t.co/W51nr6ENrj
neg,@BrazilFight Ciro não tá com nada kkkkkk
neg,@monicabergamo O Brasil está em um momento horrível e o comportamento do Ciro é lamentável.
neg,ta foda o Ciro invadindo até o perfil da familia real pra pedir voto https://t.co/5Fo1QhUFWw
neg,“O Ciro Gomes é a melhor opção” KKKKKKKKKKK CONFIA https://t.co/MEjjhv4NZX
neg,@maurxEugenio @cirogomes Diz ao Ciro que não tem cargo pra ele no palácio não
neg,"o Ciro Gomes nem perdeu a eleição e já fugiu pra outro país, maluco é rápido https://t.co/rCsyFOpY2o"
neg,Ciro Gomes achou tempo pra cavar a cova da Elizabeth II? https://t.co/EBnJwVTO5r
neg,"@UOLNoticias Ciro Gomes A inveja mata a maldade destrói.
Você fala mal do presidente,mais vc
Está igual a ele."
neg,cala a boca Ciro Gomes
neg,É só mostrar que o Ciro não conseguiria fazer nada que promete e que é um desequilibrado https://t.co/3Yhkyh3Zdr
neg,"@brunomirandasal @WilliamJacob @cirogomes Lá onde? Ciro não tem a menor chance de 2T, infelizmente."
neg,"@BigodeMole Sim, o Ciro apoia miliciano sim, animal, deve ser por isso que ele assinou 3 pedidos de impeachment e Lula nenhum! https://t.co/YRVaP1o7FX"
neg,"@cirogomes Ciro, vai lá.... abriu uma vaga para você na realeza..... bobo da corte...."
neg,Ciro n vai nem pro segundo turno. https://t.co/8UIibyg6km
neg,"@BrazilFight Usou a palavra "" beocio"" também, que é esse Ciro, eterno perdedor!"
neg,@SandroMeloPND @TSEjusbr @alexandre ACHO ADMIRÁVEL CIRO E O PDT. ALGUÉM TEM QUE PARAR A ILEGALIDADE DA VIDA DESTE HOMEM QUE SÓ ERRA PLANEJADAMENTE. ELE É RIDÍCULO NO MEU PONTO DE VISTA.
neg,"@JoaoNorbertoG1 @cafecomferri Pô cara Ciro é foda em,esse cara nem deveria estar no governo"
neg,"@monicabergamo Ciro é tão canalha como Moro e Bolsonaro, tomei nojo."
neg,Ciro de boquinha fechada é um poeta https://t.co/c7ht2DIAxq
neg,"Essa é piada né?! Ô Ciro, vc ja foi melhor 😂😂😂 https://t.co/4CeqgR5bbd"
pos,@JosAntn70295004 Simonetebet vai estar no segundo turno. Meu voto é dela
pos,"@rockinrio vamos nos unir por um novo Brasil 
@simonetebetbr 
#BrasilDaEsperanca 
#Simone15"
pos,"@simonetebetbr @cirogomes Isso está indo longe demais.
Espero que você, Simone, esteja muito bem protegida contra os ataques dessa gente!!!

O 🇧🇷 PRECISA DE VOCÊ, PRESIDENTA!!!"
pos,"@simonetebetbr @cirogomes “Vai sacudir, vai abalar, quando a Simone passar”... #SimonePresidente15 https://t.co/t3Hm1MOf63"
pos,"Meu voto útil: 
#SimoneTebet
1️⃣5️⃣✅
🇧🇷 https://t.co/O56PNo7XzT"
pos,"Sou da turma que combate o bolsonarismo.

Estou topado no 1o turno com @simonetebetbr.
#SimonePresidente https://t.co/l1tWYv6hMz"
pos,@mariana_74 Alô SP com #SimoneTebet bora fazer bonito! Acordar cedo por uma boa causa rejuvenece hein...
pos,"#SimoneTebet - ELA É PROFESSORA!
https://t.co/gB7Vpg3775 https://t.co/ggfE1tSgZ7"
pos,@cirosaopaulino Estou com @ Simonetebet  este é o verdadeiro voto útil.
pos,"Brasil inclusive?

Aqui tá cheio de falsos nacionalistas. Temos uma horda de bandidos usando a #BandeiraDoBrasil 🇧🇷 como escudo: sonegadores de impostos, ladrões, assassinos, estupradores, aliciadores, pedófilos ... O churume da humanidade.

#BrasilUrgente 
#SimonePresidente
1️⃣5️⃣ https://t.co/nLtssA6Y8T"
pos,@cirosaopaulino Estou com @ Simonetebet  até o fom
pos,"Amanhã encontro marcada na avenida Paulista com SIMONE TEBET e MARA GABRILLI .  Estaremos lá com o @23cidadania e também com o @MDB_Nacional , @PSDBoficial e @podemos19 #SIMONEPRESIDENTE https://t.co/RkKeh36UMd"
pos,"Convite para quem em São Paulo gostaria deter um Brasil desenvolvido , de Paz e com a alegria de volta. Com Amor e com Coragem #SIMONEPRESIDENTE https://t.co/ekXqUvRuC8"
pos,@xico_alexandre @edu_nh Agradeço a lembrança . A mensagem fica valendo para amanhã. E para não esquecer #SIMONEPRESIDENTE
pos,"Nosso minguado parque industrial de Franca e região, precisa do APOIO da 
@simonetebetbr
 para recuperar o tempo perdido com as administrações equivocadas. Por isso vamos dar uma oportunidade a #simonepresidente #elasim https://t.co/xCsKNS1fnd"
pos,"* Legislar em prol do povo.
* Destinar emendas e buscar verbas será minha missão. 
* Analisar e apresentar projetos que venham beneficiar o povo.
@simonetebetbr
#SIMONEPRESIDENTE
FÉ, TRABALHO E ESPERANÇA. https://t.co/DHgSUuk1mr"
pos,Caiu na rede ! #Simonepresidente https://t.co/wsOPmVkQdA
pos,E isso aí. #SIMONEPRESIDENTE https://t.co/ub2tdJcD9d
pos,"Espero que TODOS tenham tirado uma grande lição deste #7desetembro, dia do #BicentenarioDaIndependencia.

A solução para a DIGNIDADE, a VERGONHA, a DECÊNCIA e a PAZ voltarem a iluminar o Brasil com todo esplendor é termos #SimonePresidente.

#VoteSimone15 https://t.co/VpVCnUksiU"
pos,"Vc vai no seu restaurante preferido para almoçar com a família, come uma bela refeição, olha pro monitor da TV e tem uma congestão. 
Me poupem…podia passar o feriado sem essa. #SimonePresidente #elassim https://t.co/0g2q36Kgcy"
pos,"@solangegoesmot1 @simonetebetbr @_AmandaKlein MULHER defende VERDADE
 COMPETÊNCIA
 HONESTIDADE

#SIMONEPRESIDENTE"
pos,"@P_droMenezes Meu voto é dela

#NemLulaNemBolsonaro 
#SIMONEPRESIDENTE"
pos,".@simonetebetbr honra e defende a nossa bandeira, como todos nós.

#UmSóBrasil
#DiaDaIndependencia

#SIMONEPRESIDENTE https://t.co/4QuwOBMnMi"
pos,"Viva o povo Brasileiro🇧🇷
Viva a Democracia🇧🇷
Viva a Bandeira Brasileira🇧🇷
Viva o Brasil🇧🇷
#SimonePresidente🇧🇷
#Simone15 https://t.co/SLJYZQp5kk"
pos,"@freire_roberto E vice-versa.
É hora de parar de votar contra este ou aquele.
A hora é de votar a favor do Brasil: @simonetebetbr

#SIMONEPRESIDENTE 
#simonepresidente15"
pos,"@CentralEleicoes O Rio era o estado mais progressista do Brasil.

Alguma coisa fez virarco eixo: passou aser o estado que mais elege notórios e notáveis bandidos.

Ô Rio, vê se te emenda!

#SimoneTaSubindo 
#SIMONEPRESIDENTE"
pos,SIMONE TEBET quando fala em meio ambiente e sustentabilidade o faz com exemplos de atuação desde sempre na defesa da natureza e do nosso planeta. #SIMONEPRESIDENTE https://t.co/MgX3aBLhZO
pos,"Eis aí  a excelente candidata a presidente SIMONE TEBET 15 . Mulher decente, de respeito e competência. O Brasil vai mudar. #SimonePresidente https://t.co/NKMHx7xOQi"
pos,Vale a pena conhecer a proposta de SIMONE TEBET de incentivo a permanência do jovem de escola pública no ensino médio. #Simonepresidente https://t.co/4AxXtNfrnc
pos,SIMONE TEBET 15  -  presidente .  JULIANA SALES 2300 - deputada federal por Minas Gerais. ⁦@23cidadania⁩ se sente honrado em apoiar essas duas excelentes candidatas e mulheres competentes e corajosas. #SimonePresidente https://t.co/xncbnCselc
pos,"E no #Amapá, no #DiaDaAmazônia, a Simone também tá subindo... 🚀🚀🚀

#SimoneTaSubindo 
É a #SIMONEPRESIDENTE 
1️⃣5️⃣🇧🇷 https://t.co/j9FmV26l0Z"
pos,SIMONE TEBET ladeada por duas grandes lideranças mineiras.A direita Conceicao Arruda excelente vereadora de Sabará pelo @23cidadania e candidata a deputada federal merecedora do nosso respeito e voto agora em 2022.E Luzia Ferreira dirigente nacional do Partido. #SIMONEPRESIDENTE https://t.co/R41F66hSRF
pos,"Vote sem medo.
#VemComSimone15

#SIMONEPRESIDENTE https://t.co/4KQADVzKiz"
pos,@JamilChade @camposamd @ElasQueDecidem Bora mulheres! Vamos salvar o Brasil! #SóSeuVotoPodeSalvarOBrasil #SIMONEPRESIDENTE
pos,E com essa que eu vou ! SIMONE TEBET 15 . #SIMONEPRESIDENTE https://t.co/mmUImwvov9
pos,"@OGloboPolitica Aí candidatos de esquerda insistem que são candidatos de pobres. O eleitor que ""abra o olho"" e vote em quem tem melhores propostas. Quem diz que vai governar para pobres está mentindo. Os extremos são sempre nocivos, votem nos moderados. #SIMONEPRESIDENTE"
pos,"@fannypricenew Em respeito as mulheres. Para quem defende ser governado pela mulher Simone Tebet, claro que elas me merecem toda consideração. E lhe informo que isto faz parte da minha história política desde 1962 quando ingressei no velho e honrado PCB em Recife/PE. Abraços. #SimonePresidente"
pos,"@camarotedacpi Ela sabe, ela faz 💪👩

#Tebet2022"
pos,"O jogo só acaba quando termina. @simonetebetbr é uma alternativa. Vamos dar uma chance para algo diferente. #Tebet2022 #Eleicoes2022

https://t.co/GVadBgUphQ"
pos,"@simonetebetbr Sem querer querendo, um slogan:
""Não se engane! Vote na Simone""
Aprimorando: No dia da votação, não se engane! Vote na Simone!
👇👇👇👇👇
https://t.co/EtvB1Ab5jk"
pos,@wagner_aciole Qualquer um menos o Leite. Já provou que os interesses dele e de sua turma estão em primeiro. Simone Tebet seria bom demais. 🙏🌹
pos,"@simonetebetbr Fale mais senadora Simone Tebet, precisamos de luz nas trevas que vivemos no Brasil."
pos,@simonetebetbr Força e fé. A luta começou. Estamos com vc Simone.
pos,@elenalandau2 @simonetebetbr Duas mulheres gigantes que admiro muito.
pos,"@willfernape @simonetebetbr @EmmanuelMacron Lhe sugiro assistir o CANAL LIVRE NA BAND, onde a SIMONE TEBET foi entrevistada... ÓTIMO,  EXCELENTE. ASSISTA... MUITO INTELIGENTE..."
pos,"@simonetabetbr com certeza teremos simone de presidente, em outubro vote simone!!!"
pos,"@simonetabetbr pessoal para acabar com essa corrupção vamos votar em quem vai fazer a diferença, votem em #simonetebet"
pos,"@simonetabetbr sempre linda, modesta e corajosa, defendendo sempre o direito das mulheres"
pos,"@simonetabetbr nós aqui do Recife te apoiamos, vamo juntas nessa luta"
pos,"@simonetabetbr não desista simone, estaremos te apoiando sempre, aqui em casa todos irão votar em #simone a melhor candidata desse ano"
neu,"@RejaneGarcia3 @reporterenato Sim né,talvez seja eleitor da Tebet"
neu,"@simonetebetbr Mas Senadora, esses cortes são para poder bancar o tal de orçamento secreto?? É isso?"
neu,"@simonetebetbr @cirogomes Não esqueça, Sra. Tebet... Celso Daniel foi morto a mando do próprio PT. Eles são capazes de tudo!"
neu,"@mariana_74 @Cdapoesia @simonetebetbr Sabe quem foi ruim com a educação? A politica do fica em casa, coordenada por governadores. Fica, fica em casa"
neu,"@simonetebetbr @cirogomes Essas famílias que já não aguentam mais, citadas pela senhora são as mesmas das manifestações do sete de setembro?"
neu,"@simonetebetbr Que hipocrisia, sabe muito bem que existe um teto de gastos, pandemia e o governo está com muito projetos para ajudar os mais pobres. Esses cortes , não são cortes"
neu,"@simonetebetbr Seu partido usa bastante o orçamento secreto, ou não?"
neu,"@simonetebetbr @cirogomes Ele próprio prega a violência, como vai coibir a ação de outrem."
neu,@simonetebetbr @cirogomes O que tu fizestes quando o presidente foi esfaqueado? Tu eras senadora
neu,"@simonetebetbr @cirogomes E quando MULHERES foram humilhadas e agredidas moralmente no circo da CPI, candidata?"
neu,@simonetebetbr @cirogomes Quem será que pariu esse LOBO SOLITÁRIO???????
neu,@simonetebetbr @cirogomes Essa senadora acha que nós não sabemos ler e interpretar um texto. https://t.co/6DWFe7ecwn
neu,@lululuedu Kkkkkkkkkk mas ai nao é dificil po… ate a tebet do PMDB ta chegando…
neu,Só pq a @simonetebetbr não gosta. https://t.co/tyFR8ryaAH
neu,@simonetebetbr Que bom que tô longe 🙏🏻🙏🏻
neu,@simonetebetbr @cirogomes Para de ser parcial.
neu,@simonetebetbr Semelhante a um atentado que tivemos aqui do lado outro dia.
neu,@simonetebetbr @cirogomes Agora todo mundo que tem arma é bolsonarista . Kkkkk
neu,@simonetebetbr Como anda Mato Grosso do Sul? Uma beleza
neu,"CADÊ a IMPRENSA?
CADÊ os ""ANALISTAS""?

CADÊ toda aquela gente que A-D-O-R-A falar em ""violência eleitoral""?

As agressões ao deputado @filipebarrost e sua família ESTÃO FILMADAS!

CADÊ a INDIGNAÇÃO?
CADÊ a SIMONE TEBET protestando no Twitter? https://t.co/SQAEgsonfj"
neu,"@simonetebetbr Minha linda, vergonha foi vc tentar calar e desvalorizar outra mulher."
neu,Simone Tebet defende investimento em logística para baratear alimentos https://t.co/tg9qR0YY05
neu,@simonetebetbr Comentário inoportuno e raivoso? E as liberdades do povo?
neu,@simonetebetbr Meteu essa
neu,@simonetebetbr Só lembrando que a Inflação Brasileira FOI MENOR que a do Reino Unido. E da zona do Euro também.
neu,"Simone Tebet sobre Rainha Elizabeth II: “Modelo de estabilidade”.

A candidata à Presidência da República pelo MDB lamentou a morte da monarca e a chamou de ""exemplo de mulher que inspira gentileza"".

Leia: https://t.co/fIoc9GDPAb https://t.co/0WQVWmcaJT"
neu,@simonetebetbr @veramagalhaes É só deixar de ser militante e ser uma jornalista profissional.
neu,"'Aras acha que deve servidão ao presidente', diz Tebet na PGR - O TEMPO - https://t.co/OkzZ7RNZ5T #GoogleAlerts"
neu,@simonetebetbr Vergonha é vcs candidatos não conseguirem alavancar e só criticar o PR!!!
neu,"@simonetebetbr Vc e algumas mulheres fazem parte das diferentonas: exigem igualdade, mas quando recebem uma invertida de homem, viram as mulherzinhas frágeis; quando são tratadas como princesas, o homem é machista, tóxico. O mundo esta difícil p/ homens e mulheres de verdade."
neu,"Tebet critica “sevidão” de Aras a Bolsonaro: ''matou investigação"" - Yahoo Notícias - https://t.co/dWMXw3xfMS #GoogleAlerts"
neu,@simonetebetbr Exemplo de liderança feminina era a presidenta que tu ajudou a dar o golpe
neu,"Em evento com procuradores, Tebet critica atuação de Aras na PGR: 'Servidão ao presidente' | - https://t.co/DVrtTMmLkq #GoogleAlerts"
neu,A CARA DA TEBET.KK https://t.co/ybokT3azUQ
neu,"@simonetebetbr @simonetebetbr vc realmente sabe  quem foi Simone de Beauvoier?  Você realmente sabe de onde ela veio, o que ela fez? Acho que não né?
Se soubesse, não colocaria esse post! Da um Google aí, faz uma pesquisa!"
neu,@simonetebetbr Simone Tebet tbm é esquerda ...
neu,@CaraiBiridin73 @simonetebetbr Siga o exemplo da Jurema! 😊
neu,@simonetebetbr Como mulher você também não se sente envergonhada de calar a Michele não? Me explica isso ai Dona Estepe.
neu,"@luloca_22 @simonetebetbr @luloca_22 Sou do Goiás, muito esclarecedor seu texto. Esses políticos só abordam os problemas que nós já sabemos que existem, mas não falam de soluções. Obrigada!"
neu,Simone Tebet defende investimento em logística para baratear alimentos. Veja mais em: Tribuna do Agreste - https://t.co/CH0zgQVGKJ https://t.co/hF9xyQlKG4
neu,"@simonetebetbr Como sempre vocês usam o luto a fazer política. 
Mais respeito a família dos enlutados. Com certeza ela não gostaria de ver esse tipo de homenagem.
Que tal espelhar nessa grande Rainha que deixou legado digno de honra e aprendizado como Sábia, 
Modesta, Clássica, Honesta."
neu,a simone tebet quis quebrar um tabu aq https://t.co/c1En2CemJp
neu,@HelioFaria12 Ele topou estar de frente com aquela multidão de patriotas e você não feminista @simonetebetbr
neu,@simonetebetbr você deveria resolver isso pedindo para testar https://t.co/oJRSUPp7qx
neu,"Simone Tebet já acusou o príncipe Charles de machismo, por ele assumir o trono no lugar de uma mulher????"
neu,"parece que a galera é burra, lógico que irão lamentar a morte da Rainha, existe uma coisa chamada diplomacia, e eles que estão concorrendo a futuro chefe do governo no Brasil, precisam tentar mantê-la"
neu,"Indo de boa para aula 
do nada
Sai do carro uma senhora e um monte de gente com bandeira, veio em direção a mim e me fala, sou a simone tebet peço seu voto p presidente, vote 15"
neu,"Já a Simone Tebet,  pediu para TSE tirar a propaganda,  vamos compartilhar https://t.co/hYwUSUjfzL"
neu,@edmundo_burgos @lanadeholanda @simonetebetbr Obrigado pela aula de história.  Vc resumiu bem o que eu gostaria de escrever.
neu,@simonetebetbr As Ilhas Malvinas que o digam...
neg,"@simonetebetbr Tem imagens?
Se não tiver é narrativa,mentira mesmo,quer fazer a gente de otário"
neg,@simonetebetbr @cirogomes Ódio que vc alimentou e cultivou com agrotóxico. Golpista!
neg,"@simonetebetbr @cirogomes Vai cachimbar formiga, perdedora e falsa."
neg,"@simonetebetbr @cirogomes ""Lobo solitário"" - Você é uma canalha! https://t.co/F4qvDSwy5o"
neg,@simonetebetbr @cirogomes Escreve como se tivesse alguma autonomia e/ou credibilidade. Arrume um espelho.
neg,@simonetebetbr @cirogomes Ahhhh vai tomar no cu sua vadia
neg,"@simonetebetbr @_AmandaKlein Eu é que pergunto. Porque você que agora se diz defensora da mulher, só para ganhar voto, deixou duas médicas que estavam na pandemia salvando vidas serem tão humilhadas massacradas . E Você nada fez, para não desagradar seus amiguinhos corruptos. Vai vendo Brasil ."
neg,"@zepelim @simonetebetbr Cara, tu tá misturando tudo e, querendo lacrar, sendo desrespeitoso no momento da morte de 1 pessoa."
neg,"@simonetebetbr Vergonha é você, pateta!"
